"","X","BO21_tempmean_bdmax","BO21_tempmean_ss","BO22_chlomean_ss","BO22_salinitymean_bdmax","BO22_salinitymean_ss","pa"
"5891",5891,8.344789,8.859585,0.432064,31.146389,30.498167,1
"5892",5892,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5893",5893,6.646921,8.457728,1.334337,32.346096,30.072259,1
"5894",5894,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5895",5895,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5896",5896,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5897",5897,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5898",5898,NA,NA,NA,NA,NA,1
"5899",5899,6.646921,8.457728,1.334337,32.346096,30.072259,1
"5900",5900,NA,NA,NA,NA,NA,1
"5901",5901,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5902",5902,NA,NA,NA,NA,NA,1
"5903",5903,NA,NA,NA,NA,NA,1
"5904",5904,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5905",5905,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5906",5906,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5907",5907,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5908",5908,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5909",5909,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5910",5910,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5911",5911,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5912",5912,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5913",5913,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5914",5914,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5915",5915,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5916",5916,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5917",5917,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5918",5918,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5919",5919,5.292134,8.957577,0.418972,32.208462,30.512912,1
"5920",5920,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5921",5921,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5922",5922,NA,NA,NA,NA,NA,1
"5923",5923,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5924",5924,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5925",5925,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5926",5926,NA,NA,NA,NA,NA,1
"5927",5927,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5928",5928,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5929",5929,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5930",5930,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5931",5931,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5932",5932,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5933",5933,NA,NA,NA,NA,NA,1
"5934",5934,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5935",5935,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5936",5936,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5937",5937,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5938",5938,NA,NA,NA,NA,NA,1
"5939",5939,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5940",5940,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5941",5941,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5942",5942,NA,NA,NA,NA,NA,1
"5943",5943,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5944",5944,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5945",5945,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5946",5946,NA,NA,NA,NA,NA,1
"5947",5947,6.221054,8.972713,0.4092,31.626728,30.516929,1
"5948",5948,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5949",5949,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5950",5950,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5951",5951,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5952",5952,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5953",5953,NA,NA,NA,NA,NA,1
"5954",5954,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5955",5955,NA,NA,NA,NA,NA,1
"5956",5956,NA,NA,NA,NA,NA,1
"5957",5957,9.84325,8.479806,1.318913,33.650246,30.087677,1
"5958",5958,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5959",5959,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5960",5960,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5961",5961,NA,NA,NA,NA,NA,1
"5962",5962,8.344789,8.859585,0.432064,31.146389,30.498167,1
"5963",5963,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5964",5964,NA,NA,NA,NA,NA,1
"5965",5965,6.642415,8.452697,1.310199,32.668194,30.076541,1
"5966",5966,9.84325,8.479806,1.318913,33.650246,30.087677,1
"5967",5967,NA,NA,NA,NA,NA,1
"5968",5968,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5969",5969,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5970",5970,9.84325,8.479806,1.318913,33.650246,30.087677,1
"5971",5971,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5972",5972,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5973",5973,9.84325,8.479806,1.318913,33.650246,30.087677,1
"5974",5974,NA,NA,NA,NA,NA,1
"5975",5975,9.84325,8.479806,1.318913,33.650246,30.087677,1
"5976",5976,6.642415,8.452697,1.310199,32.668194,30.076541,1
"5977",5977,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5978",5978,NA,NA,NA,NA,NA,1
"5979",5979,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5980",5980,8.344789,8.859585,0.432064,31.146389,30.498167,1
"5981",5981,8.344789,8.859585,0.432064,31.146389,30.498167,1
"5982",5982,5.292134,8.957577,0.418972,32.208462,30.512912,1
"5983",5983,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5984",5984,NA,NA,NA,NA,NA,1
"5985",5985,9.84325,8.479806,1.318913,33.650246,30.087677,1
"5986",5986,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5987",5987,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5988",5988,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5989",5989,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5990",5990,8.344789,8.859585,0.432064,31.146389,30.498167,1
"5991",5991,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5992",5992,9.84325,8.479806,1.318913,33.650246,30.087677,1
"5993",5993,NA,NA,NA,NA,NA,1
"5994",5994,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5995",5995,NA,NA,NA,NA,NA,1
"5996",5996,6.642415,8.452697,1.310199,32.668194,30.076541,1
"5997",5997,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5998",5998,6.473689,8.707038,0.442826,31.586199,30.436738,1
"5999",5999,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6000",6000,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6001",6001,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6002",6002,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6003",6003,NA,NA,NA,NA,NA,1
"6004",6004,NA,NA,NA,NA,NA,1
"6005",6005,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6006",6006,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6007",6007,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6008",6008,5.092794,8.787332,0.448787,32.169716,30.439085,1
"6009",6009,9.84325,8.479806,1.318913,33.650246,30.087677,1
"6010",6010,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6011",6011,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6012",6012,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6013",6013,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6014",6014,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6015",6015,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6016",6016,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6017",6017,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6018",6018,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6019",6019,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6020",6020,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6021",6021,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6022",6022,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6023",6023,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6024",6024,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6025",6025,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6026",6026,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6027",6027,NA,NA,NA,NA,NA,1
"6028",6028,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6029",6029,6.646921,8.457728,1.334337,32.346096,30.072259,1
"6030",6030,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6031",6031,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6032",6032,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6033",6033,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6034",6034,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6035",6035,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6036",6036,NA,NA,NA,NA,NA,1
"6037",6037,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6038",6038,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6039",6039,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6040",6040,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6041",6041,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6042",6042,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6043",6043,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6044",6044,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6045",6045,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6046",6046,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6047",6047,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6048",6048,NA,NA,NA,NA,NA,1
"6049",6049,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6050",6050,NA,NA,NA,NA,NA,1
"6051",6051,6.221054,8.972713,0.4092,31.626728,30.516929,1
"6052",6052,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6053",6053,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6054",6054,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6055",6055,NA,NA,NA,NA,NA,1
"6056",6056,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6057",6057,NA,NA,NA,NA,NA,1
"6058",6058,NA,NA,NA,NA,NA,1
"6059",6059,NA,NA,NA,NA,NA,1
"6060",6060,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6061",6061,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6062",6062,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6063",6063,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6064",6064,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6065",6065,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6066",6066,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6067",6067,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6068",6068,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6069",6069,NA,NA,NA,NA,NA,1
"6070",6070,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6071",6071,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6072",6072,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6073",6073,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6074",6074,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6075",6075,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6076",6076,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6077",6077,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6078",6078,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6079",6079,6.646921,8.457728,1.334337,32.346096,30.072259,1
"6080",6080,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6081",6081,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6082",6082,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6083",6083,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6084",6084,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6085",6085,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6086",6086,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6087",6087,NA,NA,NA,NA,NA,1
"6088",6088,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6089",6089,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6090",6090,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6091",6091,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6092",6092,NA,NA,NA,NA,NA,1
"6093",6093,NA,NA,NA,NA,NA,1
"6094",6094,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6095",6095,6.330499,8.456971,1.280386,32.359314,30.205078,1
"6096",6096,6.646921,8.457728,1.334337,32.346096,30.072259,1
"6097",6097,NA,NA,NA,NA,NA,1
"6098",6098,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6099",6099,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6100",6100,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6101",6101,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6102",6102,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6103",6103,5.292134,8.957577,0.418972,32.208462,30.512912,1
"6104",6104,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6105",6105,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6106",6106,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6107",6107,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6108",6108,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6109",6109,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6110",6110,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6111",6111,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6112",6112,NA,NA,NA,NA,NA,1
"6113",6113,NA,NA,NA,NA,NA,1
"6114",6114,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6115",6115,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6116",6116,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6117",6117,NA,NA,NA,NA,NA,1
"6118",6118,NA,NA,NA,NA,NA,1
"6119",6119,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6120",6120,NA,NA,NA,NA,NA,1
"6121",6121,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6122",6122,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6123",6123,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6124",6124,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6125",6125,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6126",6126,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6127",6127,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6128",6128,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6129",6129,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6130",6130,6.330499,8.456971,1.280386,32.359314,30.205078,1
"6131",6131,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6132",6132,NA,NA,NA,NA,NA,1
"6133",6133,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6134",6134,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6135",6135,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6136",6136,NA,NA,NA,NA,NA,1
"6137",6137,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6138",6138,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6139",6139,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6140",6140,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6141",6141,NA,NA,NA,NA,NA,1
"6142",6142,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6143",6143,NA,NA,NA,NA,NA,1
"6144",6144,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6145",6145,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6146",6146,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6147",6147,NA,NA,NA,NA,NA,1
"6148",6148,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6149",6149,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6150",6150,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6151",6151,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6152",6152,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6153",6153,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6154",6154,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6155",6155,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6156",6156,NA,NA,NA,NA,NA,1
"6157",6157,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6158",6158,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6159",6159,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6160",6160,7.316595,8.451973,1.281597,31.951115,30.410813,1
"6161",6161,NA,NA,NA,NA,NA,1
"6162",6162,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6163",6163,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6164",6164,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6165",6165,NA,NA,NA,NA,NA,1
"6166",6166,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6167",6167,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6168",6168,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6169",6169,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6170",6170,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6171",6171,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6172",6172,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6173",6173,NA,NA,NA,NA,NA,1
"6174",6174,5.092794,8.787332,0.448787,32.169716,30.439085,1
"6175",6175,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6176",6176,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6177",6177,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6178",6178,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6179",6179,NA,NA,NA,NA,NA,1
"6180",6180,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6181",6181,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6182",6182,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6183",6183,6.646921,8.457728,1.334337,32.346096,30.072259,1
"6184",6184,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6185",6185,NA,NA,NA,NA,NA,1
"6186",6186,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6187",6187,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6188",6188,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6189",6189,NA,NA,NA,NA,NA,1
"6190",6190,NA,NA,NA,NA,NA,1
"6191",6191,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6192",6192,NA,NA,NA,NA,NA,1
"6193",6193,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6194",6194,NA,NA,NA,NA,NA,1
"6195",6195,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6196",6196,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6197",6197,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6198",6198,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6199",6199,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6200",6200,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6201",6201,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6202",6202,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6203",6203,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6204",6204,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6205",6205,NA,NA,NA,NA,NA,1
"6206",6206,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6207",6207,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6208",6208,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6209",6209,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6210",6210,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6211",6211,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6212",6212,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6213",6213,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6214",6214,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6215",6215,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6216",6216,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6217",6217,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6218",6218,7.316595,8.451973,1.281597,31.951115,30.410813,1
"6219",6219,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6220",6220,NA,NA,NA,NA,NA,1
"6221",6221,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6222",6222,6.221054,8.972713,0.4092,31.626728,30.516929,1
"6223",6223,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6224",6224,9.84325,8.479806,1.318913,33.650246,30.087677,1
"6225",6225,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6226",6226,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6227",6227,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6228",6228,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6229",6229,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6230",6230,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6231",6231,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6232",6232,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6233",6233,NA,NA,NA,NA,NA,1
"6234",6234,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6235",6235,NA,NA,NA,NA,NA,1
"6236",6236,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6237",6237,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6238",6238,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6239",6239,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6240",6240,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6241",6241,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6242",6242,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6243",6243,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6244",6244,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6245",6245,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6246",6246,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6247",6247,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6248",6248,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6249",6249,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6250",6250,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6251",6251,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6252",6252,NA,NA,NA,NA,NA,1
"6253",6253,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6254",6254,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6255",6255,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6256",6256,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6257",6257,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6258",6258,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6259",6259,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6260",6260,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6261",6261,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6262",6262,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6263",6263,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6264",6264,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6265",6265,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6266",6266,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6267",6267,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6268",6268,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6269",6269,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6270",6270,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6271",6271,NA,NA,NA,NA,NA,1
"6272",6272,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6273",6273,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6274",6274,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6275",6275,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6276",6276,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6277",6277,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6278",6278,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6279",6279,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6280",6280,6.646921,8.457728,1.334337,32.346096,30.072259,1
"6281",6281,NA,NA,NA,NA,NA,1
"6282",6282,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6283",6283,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6284",6284,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6285",6285,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6286",6286,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6287",6287,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6288",6288,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6289",6289,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6290",6290,NA,NA,NA,NA,NA,1
"6291",6291,NA,NA,NA,NA,NA,1
"6292",6292,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6293",6293,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6294",6294,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6295",6295,6.642415,8.452697,1.310199,32.668194,30.076541,1
"6296",6296,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6297",6297,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6298",6298,9.84325,8.479806,1.318913,33.650246,30.087677,1
"6299",6299,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6300",6300,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6301",6301,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6302",6302,6.646921,8.457728,1.334337,32.346096,30.072259,1
"6303",6303,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6304",6304,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6305",6305,NA,NA,NA,NA,NA,1
"6306",6306,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6307",6307,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6308",6308,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6309",6309,NA,NA,NA,NA,NA,1
"6310",6310,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6311",6311,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6312",6312,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6313",6313,8.344789,8.859585,0.432064,31.146389,30.498167,1
"6314",6314,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6315",6315,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6316",6316,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6317",6317,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6318",6318,6.473689,8.707038,0.442826,31.586199,30.436738,1
"6319",6319,6.473689,8.707038,0.442826,31.586199,30.436738,1
